text,label
bình_thường,2
sạch_đẹp phục_vụ ok nhưng sao gà mặn quá:mặt nhăn nhó::mặt nhăn nhó::mặt nhăn nhó:,2
"vì nó luôn_luôn tốt , tuy_nhiên tất_cả macdonald sẽ phục_vụ ít_nhất một_vài mặt_hàng là thuần chay hoặc thuần chay . họ đang mất_tích trên những khách_hàng đó . sau nhiều giờ , nó chỉ là đơn đặt_hàng pos và không phải là dịch_vụ bàn . tuy_nhiên điều đó tốt .",1
"mcd điển_hình . thời_gian chúng_tôi đã ở đó , họ đã bỏ_qua dịch_vụ bàn do thiếu_hụt cá_nhân . chỉ có hai nhà_vệ_sinh . cần_thiết để đưa ra .",2
"mcdonald bẩn_thỉu nhất mà tôi từng thấy tầng dưới là xấu , nhưng trên lầu là khủng_khiếp . sàn nhà là một sân trượt_băng dầu thật , nhà_vệ_sinh bẩn_thỉu và chúng_tôi đã đến đó vào đầu ngày nên tôi sợ khi nghĩ rằng nó sẽ tệ đến mức nào sau_này . tuy_nhiên , thực_phẩm đã như mong_đợi",2
"lau dọn . rất nhanh_chóng . phòng_vệ sinh có sẵn . đối_với thức_ăn nhanh , nó được khuyến_nghị",1
nhà_hàng phục_vụ tốt làm đồ nhanh,1
thử_nghiệm việt_nam,2
"uh , tôi nghĩ rằng tôi nên ra khỏi trụ_sở . nó không tốt cho vệ_sinh , nhưng nó thực_sự đáng để đi nếu bạn nghĩ về mcdonald .",2
"nó vẫn là mcdonald , đây là một địa_chỉ tốt nếu bạn muốn ăn nhanh , tuy_nhiên tôi thấy rằng thẻ bị hạn_chế so với các quốc_gia khác một_chút thất_vọng .",2
"rất là bực_mình về chuyện gửi xe tại đây , phải có bill mới được giữ xe free , mình với bạn đi 2 xe nhưng ăn cùng 1 bill thì bị người giữ xe hỏi xét_nét , giọng trên trời quá , không_lẽ ăn 2 người phải 2 bill hay xét camera đi cùng nhau à muốn phân_biệt khách gửi xe vô ăn hay gửi xe nhờ thì làm_sao coi cho được thì làm . khác hẳn mc donald quang trung , nhân_viên giữ xe tử_tế , dẫn cả xe cho khách và luôn niềm_nở . khong bao_giờ quay trở_lại mc donald này 1 lần nào nữa",0
quá chán .,0
"thức_ăn và phục_vụ là ok , nhưng tôi có_thể đặt_hàng trực_tuyến với bất_kỳ ứng_dụng nào . phòng_vệ sinh bị bẩn . một thời_gian không_gian giống như một bãi rác",2
nó chỉ là một mceled .,1
"chậm và khó hiểu đôi_khi gà ở đây là siêu tốt , nhưng nó không đáng tin_cậy hoặc nhất_quán . tôi từ_bỏ việc ăn_ở đây .",0
tôi không biết cách đặt_hàng như một bảng điều_khiển cảm_ứng . họ sẽ không chấp_nhận nó ở quầy nên tôi không_thể đi_nữa .,2
một fastfood bình_thường d,2
không bao_giờ bước vào mac donald kể từ 30 năm ... nên là một sai_lầm của google ....,0
"dịch_vụ chậm , ồn_ào và bẩn_thỉu",0
chúng_tôi với bạn_bè của tôi đã đến thăm nơi này . hương_vị trong macdonalds này là tuyệt_vời . nhưng thật không may trong 37 giờ sau khi chúng_tôi thưởng_thức bữa ăn của chúng_tôi . chúng_tôi đã gặp vấn_đề như một bệnh tiêu_chảy và chúng_tôi không_thể ngăn_chặn nó trong hai ngày . bạn có_thể vui_lòng kiểm_tra chỗ của bạn để được vệ_sinh cảm_ơn .,0
vưa ngăm thanh phô,1
ném ra rác ngay tại một vị khách . anh ấy bốc mùi rất nhiều thúc_đẩy sự thèm ăn,0
nhà_hàng gà bạn cần gì,1
"nhân_viên phục_vụ và quản_lí điều tệ , không quan_tâm khách , không có dụng_cụ ăn_uống dành cho khách ngồi tại_chỗ , khu_vực để tương không sạch_sẽ .",0
một fastfood bình_thường d,2
thơm ngon,1
một_số thực_đơn là khác nhau . có một_số gạo,2
"vị_trí thuận_tiện hẹn_hò gặp_gỡ , nhiều chổ đậu xe ô_tô và xe 2 bánh tải app mcdonald để nhận thông_báo khuyến_mãi",2
chán,0
đông_đúc và không được làm sạch mặc_dù lớn nhưng vẫn cần một_số quản_lý,2
họ vẫn không biết làm thế_nào để làm khoai_tây chiên của mcdonald tốt,0
nhà_vệ_sinh quá tệ mắt tôi từ phòng đàn_ông,0
"có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .",0
khi bạn mệt_mỏi bằng cách chuyển vùng ....,1
nhà_vệ_sinh quá tệ mắt tôi từ phòng đàn_ông,0
"họ đang chùng xuống . dịch_vụ này không phải là dịch_vụ mcdonald của đẳng_cấp thế_giới mà tất_cả chúng_ta đều biết và yêu thích . thực_phẩm là tiêu_chuẩn mặc_dù . mà có vị giống nhau . ngoài_ra , hãy cẩn_thận để không gây sốc cho bản_thân trên phích cắm này .",2
"chắc do mình thấy không hợp với vị gà mặn , ăn ngán .",2
xem_ra cho tổn_thương đường ruột vệ_sinh để xem_xét nghiêm_túc .,0
thức_ăn ngon,1
mcdonald điện_biên_phủ ăn không ngon .,2
tạm được,2
"nhân_viên không niềm_nở với các anh tài_xế grab , họ cũng là người góp_phần phát_triển mà_lại bị đối_xử không được tôn_trọng .",0
"nơi tốt_đẹp , dịch_vụ gud",1
phục_vụ chậm và kô nhiệt_tình,2
"có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .",0
không có gì ăn_chay ngoại_trừ khoai_tây chiên và nước_ngọt,0
"những gì để nói về mc d . thật tuyệt_vời khi đi đến universal food , bất_cứ phần_nào của thế_giới bạn đang ở .",1
tốt cho bãi đậu xe,1
ổn .,2
"đồ_ăn ổn , đông , xếp_hàng lâu",1
nhân_viên ngủ trên ghế sofa . mùi kỳ_lạ,0
"rất nóng khi lên lầu chúng_tôi có 2 con_nhỏ và ngồi 2 khu_vực khác nhau đều rất nóng . chi_trả 1 bữa ăn_ở đây kg ít tiền , nhưng nhận lại sự oi_bức như quán lề_đường thì phải xem_lại",0
nhân_viên thái_độ khi grab mua hàng trả đồ thiếu,0
mình thấy rất là được,1
"bởi_vì đó là cuối tuần , gia_đình tập_hợp và thích ăn_uống . có rất nhiều khách trong phòng",1
bigmark khác ngon,1
chờ lấy đơn quá lâu,0
"kinh_nghiệm đáng kinh_ngạc đã đến trong các bức ảnh của 1 p.m. trong thời_gian của cô ấy , đồng_đội của tôi đã tiếp_tục bị chen_lấn bởi những người thiếu kiên_nhẫn . không lâu tôi hầu_như không nói vé cho đơn đặt_hàng của chúng_tôi đã phát_hành người phụ_nữ với một nhân_viên vội_vã phát_hành thiết_bị_đầu_cuối mà chúng_tôi đang mất quá nhiều thời_gian trong một giai_điệu khó_chịu chúng_tôi đã phục_hồi đơn đặt_hàng của chúng_tôi khá nhanh mặc_dù đám đông và sau đó đi ra ngoài ăn bên ngoài . điều không ngạc_nhiên của tôi khi tôi phát_hiện ra rằng chiếc bánh burger của tôi không tương_ứng với bất_cứ điều gì tôi đã đặt_hàng . mặc_dù giá_cả là chính_xác cho các đồng_nghiệp châu_âu của tôi , những người đọc cho tôi , bạn sẽ cần phải trả khoảng 5 cho một thực_đơn rộng .",2
"ban lãnh_đạo ngày_càng tệ , chất_lượng đào_tạo nhân_viên ngày_càng kém . khuyến_mãi hời_hợt , lừa_dối khách_hàng . không nhận được khuyến_mãi khi lần đầu tải app như quảng_cáo , khuyến_mãi còn hạn nhưng tự biến mất trên app ghi là không giới_hạn người dùng nhưng nv lại nói ngược_lại . marketing tồi quá",0
"thức_ăn không ngon , được cái mặt_tiền",0
"không_gian khỏi bàn mát_mẻ là chính , món ăn tương_đối",1
"đặt_hàng trên màn_hình lớn bên trong , người trợ_giúp đặt_hàng là tuyệt đẹp mặc_dù với mặt_nạ mặt , tôi có_thể cảm_nhận được điều đó cà_phê là tốt cánh_gà vẫn ổn để vượt qua giao_thông và đi vào đó là một thách_thức khá nhiều xem bản_thân",1
thái_độ nhân_viên tốt . sạch_sẽ .,1
"đã thấy họ 3 lần đưa ra cùng một đơn đặt_hàng , cho những người_dân địa_phương đã ra_lệnh theo chúng_tôi . 30 phút thời_gian chờ_đợi là một trò_đùa cho thức_ăn nhanh . mỗi khi bạn hỏi chuyện gì đang xảy ra . chờ 5 phút . câu nói đùa",0
"mới và sạch_sẽ mặc_dù đôi_khi quá đầy_đủ với các nhân_viên hữu_ích cố_gắng hết_sức để giữ thời_gian chờ_đợi của bạn càng ngắn càng tốt . không có sữa lắc không may . cà_phê là thú_vị , đáng ngạc_nhiên . thức_ăn được nấu để đặt_hàng và nóng .",2
"đó là mac làm . dịch_vụ là tuyệt_vời . chúng nhanh và hiệu_quả . tôi không tìm thấy nữa . sau đó , đó là mac làm . không có gì đặc_biệt để nói .",2
đồ_ăn được,2
"nhập vào thứ_bảy trước buổi trưa . nó rất đông_đúc và thật khó để tìm thấy một chỗ ngồi khi ăn vào . hương_vị là mcquality , nhưng nó vẫn ngon hơn khi ăn_ở nhật_bản . ưu_điểm lớn nhất là nó rẻ và an_toàn để ăn .",0
hoàn_toàn không có tổ_chức cá_nhân bị mất trong thời_gian cao_điểm của thời_gian kỳ_vọng bên ngoài mcdo,0
"những nhân_viên nhận được đơn đặt_hàng là tốt_bụng và việc cung_cấp thực_phẩm rất nhanh thông_thường các đơn đặt_hàng và bữa ăn thường được gây ra bởi đám đông và tắc_nghẽn to_lớn . không có nguồn , thay_đổi thực_phẩm , không , v.v.",1
đông quá nên cảm_nhận khi ăn không được ngon,2
tôi đã ăn một ly cà_phê . bầu_không_khí hơi điên_rồ và tôi không_thể tìm thấy một chiếc bánh hamburger đang tìm_kiếm một thực_đơn giới_hạn như mac morning .,2
"nằm trên con đường đắt_đỏ nên quán có giá khá cao , và nhân_viên phục_vụ không được tốt lắm",2
mcdonalds khá giống nhau ở khắp mọi nơi . tiêu_chuẩn hợp_lý trên tất_cả tôi tin . dịch_vụ là tốt . một_số mục menu khác nhau một_chút . nhiều lựa_chọn nước sốt hơn . khu_vực nhỏ mặc_dù vậy có_thể trở_nên đông_đúc,2
"có_lẽ bởi_vì tôi là một người nước_ngoài , tôi không biết nó như_thế_nào , và cuối_cùng tôi đã tiêu rất nhiều tiền . thật là xấu_hổ . hương_vị chỉ là mac đơn_giản .",0
nhà_vệ_sinh quá tệ mắt tôi từ phòng đàn_ông,0
phục_vụ chu_đáo,1
tôi không biết cách đặt_hàng như một bảng điều_khiển cảm_ứng . họ sẽ không chấp_nhận nó ở quầy nên tôi không_thể đi_nữa .,2
hầu_như luôn_luôn nhưng cũng là một ốc_đảo phương tây,2
"toilet hôi , gửi xe thì bảo_vệ nói khách thẻ trên bàn rồi chỉ tay xuống bàn.thùng rác tổng của quán đặt gần bãi xe bốc mùi chua và hôi gây khó_chịu ảnh_hưởng sức_khoẻ nhân_viên và khách_hàng",2
ăn ngon hơi đông,1
phóng to kem tan chảy . sữa sheik là một người lộn_xộn ...,0
"tiện chỗ để xe , đồ_ăn và nước uống quá dở",2
"một trong những trải_nghiệm tồi_tệ nhất của mcdonald mcdonald mà tôi từng có . trước_hết , đơn đặt_hàng của chúng_tôi đã bị lãng_quên và chúng_tôi phải hỏi sau khoảng 15 phút khi nó biến mất trên màn_hình . sau khi nhân_viên không thân_thiện đã cho chúng_tôi đơn đặt_hàng của chúng_tôi và chúng_tôi đã đi đến bàn của chúng_tôi , chúng_tôi nhận thấy rằng burger của chúng_tôi đã hoàn_toàn tách ra và một_nửa thậm_chí còn ở trong túi . chất_lượng thực_phẩm là bên cạnh cái nhìn như mcdonald , và không khác lắm với châu âutây mcdonald . bên cạnh đó tôi sẽ không khuyên bạn nên đến nhà_hàng này .",0
được rồi,2
tôi đã đi ăn trong cửa_hàng và lấy ra do infi vào cuối tuần .,2
"vào ngày lễ và cuối tuần dịp phố đi bộ , quán thường đông quá mức trong khi quầy thanh_toán nhỏ nên phải xếp_hàng hơi lâu .",2
"có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .",0
"không tat bang mcdonal hoang dao thuy . mieng ga qua be . se không quay lai nua vi xung_quanh co nhieu cua hang an nhanh hon ... gia ca hop ly hon . tuy nhien , co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon . va da du ky tu chua nhi cho chac chan",2
"túi khoai_tây chiên luôn_luôn trống một_nửa mcdonald việt_nam là một trò lừa_đảo ở mọi nơi khác trên thế_giới , chiếc túi nhiều hơn đầy_đủ",0
"nhân_viên phục_vụ chuyên_nghiệp , không_gian bài_trí hợp_lý , nên đi lúc khuya sẽ chill hơn với view vòng xoay :trăm điểm::trăm điểm:",1
"1 không có chỗ đỗ xe 2 để xe bảo_vệ không đưa thẻ 3 đồ_ăn lộn_xộn khó hiểu và đắt 4 đồ_ăn ít và nhỏ , khoai_tây thì rắc muối quá mặn 5 toalet thì chỉ có 2 phòng mà_còn đặt trong chỗ ăn_uống 6 chật_chội nên học_tập trong sài_gòn nhé .",0
vị_trí và dịch_vụ rất tốt,1
bạn tôi và tôi đã bị ngộ_độc thực_phẩm nghiêm_trọng ngay sau khi ăn_ở đó . thức_ăn phục_vụ vệ_sinh lạnh và xấu trong nhà_bếp . tránh nơi đó .,0
bạn tôi và tôi đã bị ngộ_độc thực_phẩm nghiêm_trọng ngay sau khi ăn_ở đó . thức_ăn phục_vụ vệ_sinh lạnh và xấu trong nhà_bếp . tránh nơi đó .,0
"good , cà_phê ngon",1
thái_độ nhân_viên siêu tệ . tin được không cửa_hàng đồ_ăn không có dao to để cắt đôi hộ khách cái burger,0
dịch_vụ burger được chuẩn_bị tốt và chuẩn_bị không_thể chấp_nhận được ở nhà,0
"bánh rất nguội , nguyên_liệu rời_rạc mỗi nơi 1 thứ . khi mở bánh ra nước sốt chảy tùm_lum khắp hộp , rau và thịt bị xô lệch . khoai_tây thì nguội_lạnh dù trước đó đã oder với nhân_viên là khoai_tây mới chiên . không hỏi khách_hàng lấy size lớn hay size nhỏ mà mặc_định lấy size lớn cho khách . một nhân vien nữ giao đồ cho khách không thân_thiện . khăn giấy không có sẵn , rất phiền khi phải nhờ nhân_viên lấy dùm 悪い:không thích:",0
"không ngon ,",2
tên,1
quản_lý,2
rất không chuyên_nghiệp trong việc cung_cấp . không nên đặt_hàng bằng cách sử_dụng giao hàng tại mcdonald vn . tôi đã đặt_hàng và chờ_đợi gần một giờ mà không có bất_kỳ thông_báo nào cho sự chậm_trễ từ mcdonald trong khi nó nói rằng trong thời_gian giao hàng là tối_đa 30 phút . đã gọi cho họ sau 45 phút để giải_quyết nhưng tôi vẫn phải đợi gần 20 phút sau đó để có được oder của mình,0
mcdonald điện_biên_phủ ăn không ngon .,2
không thấy sự khác_biệt,2
"đồ_ăn ở mcdonalds khá ngon , nhiểu combo giá hợp_lý , nhân_viên phục_vụ chu_đáo , có order online tại quán rất tiện",1
"quán không_gian rộng_rãi , thoải_mái , dễ_dàng tập_trung làm_việc",1
"mùa dịch bên mc donald chống dịch tốt . có rửa tay , màn che , và hướng_dẫn khách ở các máy tự_động .",1
"đồ_ăn ngon , nhiều loại nước , sốt , bánh , tráng_miệng , giá_cả 45 . không_gian đẹp , rộng",1
"bữa ăn rất tốt , mức giá là giá_cả phải_chăng ngoài những con gà tôi tìm thấy . họ hào_phóng về số_lượng rất dễ_chịu . nhân_viên dễ_chịu . dễ_dàng đi xe_buýt và gần hồ . bữa ăn trong câu hỏi big mac , hương_vị matcha , sô cô la sundae và gà",1
giải_trí cuối tuần,1
nhân_viên nhiệt_tình,2
"nhập vào thứ_bảy trước buổi trưa . nó rất đông_đúc và thật khó để tìm thấy một chỗ ngồi khi ăn vào . hương_vị là mcquality , nhưng nó vẫn ngon hơn khi ăn_ở nhật_bản . ưu_điểm lớn nhất là nó rẻ và an_toàn để ăn .",0
"quan thoang , rông , quang canh ok .",2
chất_lượng thực_phẩm khủng_khiếp . vô_cùng ồn_ào . nhà_vệ_sinh ướt và bẩn . không_thể tin rằng mc donald có_thể là điều tồi_tệ này không có lý_do để ở đây một lần nữa .,0
không được quản_lý tốt . chuẩn_bị tối và chậm thực_phẩm . chất_lượng thực_phẩm dưới mức trung_bình một_chút .,2
một điểm dừng nhanh_chóng khi bạn gặp rắc_rối với nhà_vệ_sinh và wifi miễn_phí .,1
"quán đẹp , sạch_sẽ . đồ_ăn ngon tuy hơi đắt . quán rất đông vào giờ cao_điểm và cách dịp lễ_tết . nhân_viên phục_vụ khá tốt .",1
"nhân_viên phân_biệt chủng_tộc khủng_khiếp . hầu_hết các nhân_viên sẽ không phục_vụ người phương tây . tôi đã có bạn gái việt_nam của tôi với . đứng sau tôi . và họ tiếp_tục cố_gắng phục_vụ cô ấy . nhưng sẽ không nói_chuyện với tôi . và khi tôi đến quầy , nhân_viên đã bỏ đi . ngay khi một người việt_nam bước lên sẽ trở_lại . đã làm điều tương_tự với một người da trắng khác phía sau tôi . khi anh ta đến quầy bước_đi . lấy người từ phía sau anh ta . chỉ đáng thất_vọng rất nhiều",0
"sạch_sẽ , đồ_ăn cũng tạm ổn",1
"mọi_khi chờ_đợi đặt_hàng khá lâu . nay có máy tự đặt_hàng nhanh lẹ . phục_vụ nhanh , có nhân_viên lúc nhiệt_tình quan_sát và hỗ_trợ khách_hàng đúng lúc cần",1
không phải là thời_điểm tốt để đến thăm họ đã xây_dựng trong giờ ăn trưa .,2
"ngồi trước có mùi hôi kì_lạ , đã 2 tuần vẫn chưa khắc phụ .",0
quê_hương của tôi luôn là thiên_đường giả của chúng_tôi,1
"không tuyệt_vời , rất đắt tiền và không có món ăn khu_vực .",0
"gia_đình tôi đã ăn_ở đây một_vài lần , đồ_ăn ngon trẻ_con rất thích , đặc_biệt có món ken ốc quế chỉ có 10.0 vnđ",1
rất ngon,1
nhà_vệ_sinh quá tệ mắt tôi từ phòng đàn_ông,0
"mcdonalds có ngon không was mcdonalds good 😀 khoaiinhanoi yup , đợt vừa_rồi 2 đứa cuối_cùng cũng đã được thử mc donald ở hn :hôn mặt: bọn mình đã chọn những thứ căn_bản nhất và nổi_tiếng nhất ở đấy như mcnuggets , cheeseburger và mcflurry . ngoài_ra thì_có gọi gà rán với khoai chiên nữa . và thực_sự thấy rất bất_ngờ , bơi vì mấy món nổi_tiếng ... chả ngon như lời đồn 😳 burger không ngon bằng của kfc ấy huhu , miếng thịt bò nhạt_nhẽo , khô xác_xơ , ăn còn không có vị bò , với 1 miếng cheese , tí xốt , hết nuggets cũng thế , vị rất bình_thường không có gì thần_thánh hết thất_vọng quá huhu :mặt khóc to: cái kéo_lại ở đây nhất chính là quầy sốt chấm , có đến tận 5 loại , ngoài ketchup với tương_ớt ra thì còn có cả tương_ớt tỏi , mù_tạt mật_ong với mayonnaise . nhưng_mà kem thì đúng là ngon thật , ngon nhất trong mấy hãng đồ_ăn nhanh kiểu này . gà rán cũng khá được ý . khoai_tây chiên ngon , hôm 2 đứa ăn lại còn được khoai mới nóng giòn :hôn mặt: thấy có cả bánh nữa nhưng_mà 2 đứa chưa thử . nhìn_chung là_hơi buồn , vì thấy nhiều người nghiện đồ_ăn ở đây nên kì_vọng hơi nhiều :mặt cười đầy mồ hôi: :vòng tròn đỏ: mcdonalds :đinh ghim tròn: 2 hàng bài , hà_nội :ký hiệu đô la nặng: 15295 k yup , on the trip to hanoi , we even tried mc donald :hôn mặt: we chose the most famous stuffs there like cheeseburger , mcnuggets and mcflurry , with some other stuffs like fried chicken , fries . were so surprised , cuz ... they werent that good 😳 the burger was so bland , dry beef patty , didnt even taste like beef , with a silce of cheese , some sauce , done . same with the nuggets , too normal to be something :khuôn mặt trầm ngâm: the nice thing in here that we love the most was they have 5 kinds of sauce , not just ketchup and chilli sauce , they even have mayonnaise , garlic chilli sauce and honey mustard :mặt cười với đôi mắt trái tim: but the mcflurry was really good , best ice cream in all of the fasfood franchises for us . the fried chicken was nice . good fries , we got them from a new batch , so they were even hot and crunchy :hôn mặt nhắm mắt: they have cakes too but we didnt try . in general , it was a lil bit sad , like there are a lot of people that addicted to these stuffs so we really had high expectation ... :khuôn mặt trầm ngâm: follow our blog on instagram and facebook for more reviews khoaitaykhoaita _",2
tạm,2
bảo_vệ thu thêm tiền gửi xe . mà kp khách nào cũng thu . có_thể là biển tỉnh_lẻ sẽ thu thêm,2
"có món cho buổi sáng , bánh hơi dai với cứng",2
mcdonalds duy_nhất ở hà_nội .,2
dịch_vụ khủng_khiếp,0
"mcdonald ở hà_nội , việt_nam . nó có vị gần như giống như mcdonald ở nhật_bản , nhưng có một kiểu gạo phổ_biến đối_với mcdonald ở đông nam á . gà là giòn và đủ ngon_ngọt . gạo là một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút khoai_tây chiên , cốm gà và bánh_mì kẹp thịt có_thể nóng trong hương_vị thông_thường của chúng . có chỗ ngồi trên tầng hai , vì_vậy nếu bạn may_mắn , bạn có_thể tìm thấy chúng . hơn_nữa , vì việc đặt_hàng được thực_hiện thông_qua một bảng điều_khiển điện_tử , sẽ khá khó_khăn nếu bạn không_thể quen với nó .",2
phục_vụ quá tệ . có trải_nghiệm không tốt .,0
"hamburger ngon , khoai_tây chiên không được giòn như mcdonalds mình từng ăn bên châu_âu , giá_cả khá đắt so với thu_nhập trung_bình người việt , quán nằm tại địa_điểm vàng của thủ_đô hà_nội , làm một nơi lí_tưởng cho giới trẻ check in .",2
bình_thường đồ_ăn không ngon,2
"trong mcdonalds , họ cho tóc ăn .",0
ăn cũng đuợc giá hợp_lý hơn kfc và lotteria,1
"chúng_tôi đã đi xem nếu nó sẽ giống nhau ở việt_nam . chúng_tôi phát_hiện ra , nó giống_hệt nhau . chỉ lâu hơn một_chút là xếp_hàng , bởi_vì nó là một nơi phổ_biến , và một thứ nữa nước sốt tự_phục_vụ ...",2
có một nhà_vệ_sinh trên tầng hai .,2
khá ổn,1
nhìn view khá đẹp mà chưa có dịp ăn nên chưa biết chất_lượng ra sao,2
"gà không xương , không tin được 6 cục nhỏ như viên cá viên mà lấy giá trên trời bột không",0
nhà_hàng rất rác tôi đã đặt_hàng lấy trước 2 giờ nhưng họ vẫn không gửi bánh burger của tôi và họ không nhận được bất_kỳ liên_hệ nào,0
tôi yêu thức_ăn nhanh nhưng tôi xin_lỗi khi nói rằng mcdonald cheeseburger đã không phù_hợp với sự thèm ăn của tôi . nói_chung thực_phẩm là tốt và dịch_vụ rất tuyệt_vời,1
"bánh bị khô quá , vừa cầm vào đã vỡ bánh . các bạn nvien lịch_sự nhiệt_tình",2
dịch_vụ tốt,1
"thức_ăn phù_hợp với những gì bạn mong_đợi từ mcdonald . dịch_vụ này cực_kỳ chậm mặc_dù . tôi đã đi hai lần và một lần nó bận_rộn và lần còn lại có 5 nhân_viên trong bếp và tôi có đơn đặt_hàng duy_nhất trong quá_trình và vẫn mất nhiều thời_gian . ngoài_ra , họ có rất nhiều đặc_biệt được đăng trên ứng_dụng của họ . bạn có_thể quét mã từ ứng_dụng bằng các ki_ốt nếu bạn cũng muốn đặt_hàng tại_chỗ .",2
"những người đặt 45 ngôi_sao không ở mcdonalds bình_thường . không có một củ khoai_tây ngon , một loại phô_mai là như_vậy , có bụi bẩn trên bàn và sàn , trên cửa_sổ bạn có_thể thấy khuôn màu đen , mặc_dù thoạt nhìn nhà_hàng trông có_thể chịu_đựng được . nó vẫn có mùi trong nhà_vệ_sinh . poppy tồi_tệ nhất mà tôi là , diesel và không mô_tả .",0
tốt cho trẻ_em và gia_đình sau chuyến lưu_diễn thành_phố và đi bộ dài .,2
"nhân_viên ăn_nói mất_dạy . vui_lòng xem và dạy lại nhân_viên . chuỗi của hàng quốc_tế , đừng cư_xử như người vn .",0
mo dem tien cho khach ve khuya,2
tôi thích đồ_ăn nhẹ đơn_giản,2
"tôi đã gọi món gà và một chiếc mac lớn thông_qua việc lấy thức_ăn và đó là bữa ăn tồi_tệ nhất mà tôi đã từng ăn_ở hà_nội cho đến nay . tránh đặt_hàng từ chi_nhánh này nếu bạn có_thể , đặc_biệt là thông_qua lấy .",0
"thật_sự mà nói là quán phục_vụ rất tệ và trải_nghiệm quá là ấm_ức . nhân_viên thì xem khách không ra gì , hỏi a ơi dụng_cụ ăn_uống đâu ạ , thì a đầu_tiên là ngó lơ và coi như hông biết gì , và mình tiếp_tục hỏi a thứ 2 thì a_bảo kìa bên kìa kìa , trong khi đó tụi mình hông thấy nên mới hỏi lại . và cuối_cùng là tụi mình ăn nhưng hông có dụng_cụ ăn nois trắng ăn bóc đó ạ . nếu_như hai a nhân_viên đó mà đi ra ngoài ăn và gặp tình_huống như_vậy thì sẽ thấy thế_nào ạ . hông lẻ nói là miếng ăn là miếng nhục chứ ạ . bữa ăn tồi_tệ nhất mà tụi mình từng_trải nghiệm .",0
"đồ_ăn ngon , giá hợp_lý tuy_nhiên nếu đi vào cuối tuần quán đông và chen chũ",1
giá_cả rõ_ràng và có chỗ đậu xe_hơi,1
"nhiều lựa_chọn , vị_trí rất đẹp",1
mcdonald của sự_thật,1
giống như tất_cả các macca khác . thực_phẩm là trung_bình . dịch_vụ là tốt,2
nhân_viên thô lổ . đên trước mà_lại nhận món ăn sau cùng.hỏi thì nhân_viên trả_lời thô lổ,0
chô ngôi không_gian qua tốt,1
có một nhà_vệ_sinh trên tầng hai .,2
khó đặt_hàng,1
hầu_như không sạch_sẽ luôn bẩn,2
đã không đáp_ứng mong_đợi của tôi đối_với một mcdonalds bình_thường . bánh_mì đã nhai và bánh burger rất lộn_xộn . dịch_vụ rất nhanh và tốt nhưng các bàn đã dính và không được làm sạch tốt . không phải là một chiếc burger mcdonalds thích_hợp,0
dịch_vụ không_thể tệ hơn được . 3 lần order lần nào cũng đưa thiếu đồ .,0
"trải_nghiệm tệ . nhân_viên thì ok nhưng đồ_ăn xuống_cấp hẳn nha . burgers thì khô miếng bánh như để qua_ngày lâu r . nước_ngọt mình mua size nhỏ và size vừa . 1 li nghe mùi mốc và như mùi nước không tên lắm từ đá tan ra ấy , 1li thì nhạt không có nổi ga luôn . gà khô cũ không như ord chi_nhánh khác về tệ đặt app khác ăn tại quán vậy trời",0
"hamburger được viết bằng bánh_nướng xốp và nó là một chiếc bánh_nướng xốp thực_sự . tôi nhớ hương_vị burger của bánh_rán dunkin cũ . tên bạn là gì bạn không_thể nghĩ về nó như một chiếc bánh hamburger , nhưng bạn có_thể nghĩ về nó như một_nửa hamburger ở hàn_quốc . tôi hài_lòng vì tôi quá nhỏ , nhưng tôi nghĩ rằng tôi phải ăn hai người đàn_ông . tuy_nhiên , không giống như ulna , luôn_luôn đông_đúc , nó trống_rỗng ngay cả lúc 12 giờ . lấy xe_máy ở tầng một có rất nhiều người .",1
"rõ_ràng không có hoa_văn , thực_phẩm là bình_thường nhưng nơi này bẩn và rất hôi_thối , tôi chưa bao_giờ đến một mc donalds hôi_thối , ngay cả ở new york trong những khu_phố tồi_tệ nhất với những người vô_gia_cư , tôi đã đến một_số mc donalds ở sài_gòn và rất sạch_sẽ liên_quan đến nhân_viên , được rồi , chỉ cần cải_thiện việc_làm sạch và mùi hôi_thối",0
tốt như bất_kỳ mcdonalds nào d,1
đông_đúc và không quan_tâm đến khách_hàng . mất 1 giờ để nhận được một đơn đặt_hàng 2 gà rán và 6 miếng gà cốm . thật_sự 1 giờ chỉ cho đơn đặt_hàng đó tôi hiểu nếu đó là một đơn đặt_hàng lớn nhưng chỉ có 2 điều bạn phải mất một giờ tôi đã không nhận ra rằng fastfood có nghĩa là bạn phải đợi một giờ để nhận đơn đặt_hàng . đó là những gì nhanh có nghĩa là bây_giờ . rất thất_vọng,0
ai có_thể tìm thấy sự khác_biệt ..,0
"không_gian đẹp , lưu_ý gửi xe miễn_phí chỉ trong 2h đầu",1
