Review,Sentiment
Tốt,Positive
Tốt,Positive
Tốt,Positive
Chúng tôi có Việt Nam MacDonald 👍,Positive
"chất lượng đồ ăn thì không có gì phải nói tuy nhiên cách thức làm việc ở nhà hàng này lại không hiệu quả chút nào
- quán không có loa thông báo: vì quán rất đông khách, lượng người chờ lấy đồ là rất lớn, có những khách tây hoặc người chờ lấy đồ tại bàn thì không thể nghe hoặc hiểu được nếu như nhân viên chỉ gào mồm lên đọc ""đơn số... ra nhận hàng"" nơi này thực sự cần một hệ thống loa và mic để nhân viên đọc số thứ tự trên loa tránh cho việc đồ làm xong nhưng người nhận không biết cứ chờ và và lượng khách tới liên tục sẽ gây hiện tượng chờ đồ lâu, ách tắc không cần thiết",Neutral
Tốt,Positive
Tốt,Positive
Tốt,Positive
"Dịch vụ khách hàng không tốt do quá đông khách.
Nhưng đồ ăn thì không đặc sắc.",Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Quá đông đúc. Phòng tắm luôn là một mớ hỗn độn.,Negative
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
"Đông đúc, nhưng vị trí đẹp vậy mà làm view không đã lắm.",Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
"Rất tệ .... Mở lúc 7 giờ sáng Không có gì sẵn sàng ... Thay đổi người quản lý. Vào lúc 7.01, tôi đã đặt hàng trước 7.15am, tôi yêu cầu đơn đặt hàng của mình. Họ yêu cầu tôi đợi thêm 10 phút nữa! OMG !!! Khi bạn mở cửa lúc 7 giờ sáng, bạn cần sẵn sàng lúc 7 giờ sáng. Không mở cửa lúc 7 giờ sáng và không có gì đã sẵn sàng ... rất tức giận 😠 😡",Negative
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tốt,Positive
Tuyệt Vời,Positive
"McDonald tiêu chuẩn, không có gì xấu để nói. Họ giữ nơi này sạch sẽ. Một số người đang nói tiếng Anh",Positive
Được rồi,Positive
"View đẹp, nhìn ra Tràng Tiền, Hồ Gươm. Máy order tự động, nhanh gọn lẹ.",Positive
Để khách chờ đợi lâu,Negative
"Ấn tượng về cái máy order đồ ăn, lần đầu mình ăn ở đây, 1 suất ăn bé hơn so với kfc và lotteria giá cao hơn chút, đồ ăn ok nhé",Positive
"Tránh thứ tư, bạn sẽ hiểu tại sao 😁",Neutral
"Đồ ăn nhanh. Ăn cũng ngon. Phục vụ chạm, chưa tốt. Nhưng khu rửa tay rất tệ. Lần nào tôi đến cũng thấy nước ướt nhẹp cả sàn. Vòi cảm ứng chắc lắp lâu quá rồi nên mãi mới cảm ứng được. Bồn rửa hơi cao, vòi rửa hơi sâu so với tầm với của các bạn nhỏ dưới 10 tuổi.",Neutral
"Đông vào cuối tuần, nhân viên tư vấn vị cay cho cả trẻ em, đồ ăn cay và mặn, order lâu, máy hay lỗi",Negative
"Gà ngon, sốt mù tạt mật ong siêu đỉnh luôn nhá. Không gian khá rộng nhưng lần nào đi cũng rất đônggg",Positive
"Quán đông, ngồi cũng không sạch sẽ (vì nó quá đông). Xếp hàng rất mất thời gian. Nên cân nhắc nếu ăn ở đây vào cuối tuần, vì vào ăn, như đi đánh trận.",Neutral
Đông đúc và không quan tâm đến khách hàng. Mất 1 giờ để nhận được một đơn đặt hàng 2 gà rán và 6 miếng gà cốm. Thật sự?! 1 giờ chỉ cho đơn đặt hàng đó?!?! Tôi hiểu nếu đó là một đơn đặt hàng lớn nhưng chỉ có 2 điều bạn phải mất một giờ? Tôi đã không nhận ra rằng Fastfood có nghĩa là bạn phải đợi một giờ để nhận đơn đặt hàng. Đó là những gì nhanh có nghĩa là bây giờ. Rất thất vọng!,Negative
Nhân viên mắt dậy thật,Negative
"Đã đặt ở quán rất nhiều lần nhưng lần này cực kì bực mình. Đơn giao thiếu đồ, gọi quán để xem lại thì k ai nghe máy, báo cáo đơn hàng trên app cũng ko thấy phản hồi",Negative
Tôi yêu nó,Positive
Ai đã thắng bây giờ hả?,Positive
"Cảm thấy như tôi phải thử McDonald, từ một quốc gia mới nên tôi đã đặt hàng một vài món đồ, nó chắc chắn là khủng khiếp so với Tây McDonald. Tôi không biết những gì bên trong những người Việt Nam này là cốm nhưng nó chắc chắn không phải là thịt gà",Neutral
"Tôi thích McDeil, nhưng chênh lệch giá không lớn, nhưng nó cũng vậy. Hơn thực phẩm Hàn Quốc. Tôi đã rất ấn tượng khi ăn McDeur",Positive
"Buổi sáng ở Hà Nội luôn ở McDonald !!
Đó là một phương pháp đặt hàng kiosk. Nó trông rất nguy hiểm!",Positive
"Nhân viên rất hiệu quả, hữu ích, khu vực ngồi ngon và lớn để ăn ở tầng một 🌟🌟🌟🌟🌟 Vị trí tuyệt vời gần Khu phức hợp mua sắm",Positive
bán các loại trà đặc sản vùng miền,Positive
"MCD điển hình. Thời gian chúng tôi đã ở đó, họ đã bỏ qua dịch vụ bàn do thiếu hụt cá nhân. Chỉ có hai nhà vệ sinh. Cần thiết để đưa ra.",Neutral
Khá đông,Positive
"Đã thấy họ 3 lần đưa ra cùng một đơn đặt hàng, cho những người dân địa phương đã ra lệnh theo chúng tôi. 30 phút thời gian chờ đợi là một trò đùa cho thức ăn nhanh. Mỗi khi bạn hỏi chuyện gì đang xảy ra. Chờ 5 phút. Câu nói đùa",Negative
Buổi sáng ko đông khách nhưng phục vụ siêu lâu. Thái độ nhân viên kém. Đưa thiếu đồ trong đơn đã đặt. Tệ hại,Negative
Không thể được giao. Buzzy và đặt hàng đã hủy 5 lần,Negative
Dịch vụ khủng khiếp,Negative
hồi xưa ăn thì ok nhưng dạo này cánh gà cứng với rất khô.,Neutral
Tôi phải chờ hơn 1h để đc phục vụ phần mà tôi đã thanh toán,Neutral
"Đông, ăn đc. Phục vụ nhanh",Positive
Vào lấy đồ lâu bỏ mẹ,Positive
"Cửa hàng đông khách. Order và thanh toán dễ dàng. Chờ đồ hơi lâu.

Chất lượng đồ ăn, đồ uống tốt.",Positive
"Một địa điểm nổi bật trong các chuỗi thương hiệu đồ ăn nhanh! Phong cách phục vụ, cơ sở vật chất, vị trí chỗ ngồi, đồ chấm kèm theo, ... tất cả đều đúng chuẩn chất lượng thế giới.
Gà rán ngoài giòn trong mềm, đậm đà. Khoai tây chiên đậm vị khoai, ăn nóng rất ngon ngậy.
Có hẳn 4 loại nước sốt chấm: tương cà, tương ớt, tương ớt tỏi, sốt mayonnaise ( vô cùng ngậy).
Nay muốn vào để lấy đồ chơi trẻ em, con Tom & Jerry, ấy mà hết, có đồ chơi khác cũng vui ko kém.",Positive
MacDonald,Positive
"Nhiều lựa chọn, vị trí rất đẹp",Positive
"Chuỗi kinh doanh toàn cầu(?) Trả đơn nhầm tên. Có biển đề thanh toán chống dịch nhưng KHÔNG nhận tiền chuyển khoản, KHÔNG nhận thanh toán Momo, KHÔNG nhận thanh toán thẻ. Nhân viên có vui vẻ nhưng thiếu chuyên nghiệp",Negative
Đồ ăn ngon...phong cách phục vụ nhiệt tình và tốt....1 địa điểm ok để ăn uống và check in.,Positive
Điều này thật điên rồ,Positive
"Rất thuận tiện, đồ ăn ngon.",Positive
"Chất lượng phục vụ quá kém, hôm nay tôi đặt bữa sáng mà nhân viên lại đưa kem trước, đứng đợi tới kem tan chảy ra tay vẫn chưa đưa nốt những đồ còn lại, cũng kệ đấy không đưa giấy ăn cho khách.

Mc Muffin cũng quên đưa muối và tiêu cho khách, vấn đề này nói bao nhiêu lần rồi mà lần nào cũng quên. Lần trước tôi đã mắng cho rồi tôi nghĩ họ sẽ không quên nữa, ai ngờ đem đồ về mới biết là đưa thiếu.

Nói chung quá thiếu chuyên nghiệp.",Negative
Ăn đợt mới nới lỏng giãn cách nên cũng bình thường,Positive
View ổn đồ ăn ngon.,Positive
"Tôi không quan tâm những gì bạn nói, tôi yêu một chiếc máy bay bây giờ và một lần nữa",Positive
"Dịch vụ quá chậm,  Tôi  tên Nguyễn Hương Giang,    hôm nay  khoảng 14h  ngày 2/2 /2022 có đến Mac donald  Hồ Gươm 2 P Hàng Bài Hoàn Kiếm Hà Nội, gọi combo 179k  + 1 chai  nước lọc Dasani,  + 1 sữa th true milk,  + 1 ngô tách hạt  = tổng 278k,  trả tiền mặt sau khi oder trên bảng thì được số xếp hàng là 82, trả tiền xong,  được số 182,  nhưng  Tôi chờ mãi không có số 182 trên bảng trả đồ ăn,  Tôi hỏi nhân viên thì họ cau có nhăn nhó,  bảo:..."" chờ, chờ đi "" Tôi thấy rất nhiều số,  người đến sau Tôi, đã ăn xong, đi về,  Thế thì mac donald  cho phép chen cả người sau lên người trước,  đồ ăn combo 179k  thì cắt xẻo,  ăn bớt,  thiếu cả khoai tây chiên, thiếu cả 2 cốc coca co la của Tôi. Mac donald  có camera rất nhiều, sao Tôi có thể nói dối, nói sai được",Negative
Tốt,Positive
"Sạch sẽ, có tổ chức, nhân viên làm việc chăm chỉ, chất lượng tốt.",Positive
Thế giới chỉ đang sử dụng McDonald's,Positive
Đồ ăn nhanh nhma ăn cho biết tại lâu lắm mới về HN.,Positive
Phòng vệ sinh không hoạt động. !!! ???,Negative
Món ăn nhanh cho mọi người ngon rẻ,Positive
"Phục vụ tốt, thức ăn đúng tiêu chuẩn.",Positive
Rất bận- Thẻ chỉ chỉ có dịch vụ tự phục vụ và trang trí ngày,Neutral
Cần gọi ăn nhanh để đi gấp nhưng đợi mất tg quá. Nên cải thiện thêm,Negative
"Sach,đẹp dễ tìm",Positive
Rất vui khi được làm quen với bạn bè của tôi và mọi người,Positive
Kem ngonn,Positive
"Có vị trí đắc địa giữa phố đi bộ, ngày thường thì có chỗ để xe, có máy odre tự động, đồ ăn ra nhanh, không phải trờ đợi quá lâu.",Positive
Không gian và phục vụ tốt,Positive
Đẹp. phục vụ nhanh,Positive
"nhanh, tiện lợi",Positive
Quán tủ của các sếp nhỉ nhà tuôi 🤣,Positive
"Vì vậy, giá tốt và tốt",Positive
Rất tốt,Positive
"Đồ ăn ngon, view đẹp, rất đáng để làm một bữa no với bạn bè ^^",Positive
"Quá nhiều người, xếp hàng Ling",Positive
Rất dễ thương!,Positive
Tốt nhanh,Positive
"Không ngon bằng KFC. Vì nằm ngay vị trí đối diện sát Hồ Gươm nên quán khá đông đúc, ngột ngạt.",Neutral
Ngon,Positive
Chất lượng,Positive
Quán phục vụ chuyên nghiệp. Đồ ăn ngon,Positive
Đây là lý do tôi đến Hà Nội,Positive
View hồ Gươm,Positive
Điểm đẹp nhất Hà Nội,Positive
"Trong quá khứ, chỉ có hamburger và khoai tây chiên giống như ở Đài Loan. Nó hoàn toàn khác với Đài Loan.",Positive
Bữa ăn tối thực phẩm tốt,Positive
Chất lượng đồ ăn xuống quá !,Negative
"Nhân viên thân thiện chuyên nghiệp
Đồ ăn cũng ngon",Positive
Tuyệt,Positive
Vi tri tot,Positive
McDonald giống như McDonald.,Positive
Quá tuyệt vời.,Positive
"Chà, chỉ là một chiếc burger",Positive
"Ngon, nhanh, chuyên nghiệp",Positive
1 trải nghiệm khá tệ tại đây,Negative
Cắt giảm,Positive
ĐẾN,Positive
"Ngày thường phục vụ rất nhanh, cuối tuần khá đông nên đợi lâu chút. Đồ ngon, nóng",Positive
"Khi bạn cần 1 bữa ăn đầy đủ giao về nhà qua Grab. Thì bạn lại nhận được 1 nửa món hàng và mất 30k tiền điện thoại để báo nhà hàng là giao thiếu món!

Phải chăng nhân viên ở đây không được đào tạo? Hoặc quản lý bận xem youtube? Làm ăn mất uy tín vậy sao tồn tại được?

Terrible Service ever! Untrained and unprofessional staffs",Negative
"Mới đi test món mới thấy không đặc sắc
Quán về chất lượng đồ ăn thì ok
Nhưng thái độ phục vụ thì chắc do thiếu nhân lực nên hơi loạn
Dù có 2 máy order nhưng vẫn xếp hàng rất dài
Ngoài ra thì view đẹp
Nhưng không gian ăn bị 1 cô ăn xin làm rối nhiều vì xin đồ ăn
MC nên có an ninh tốt hơn",Neutral
Đồ ăn không thực sự ấn tượng. Gọi 2 suất cơm thịt heo thêm 1 combo. Hơi bất ngờ rằng quán bán cơm nhưng không có nổi 1 cái thìa🤔. Cơm hơi nát. Mình có gọi thêm rau với dưa chuột kèm theo với cơm mà chỉ có 1 chút. Không biết nếu không gọi thêm thì như thế nào? Bánh burger kèm combo gà là cái mỏng nhất mà mình thấy. Bánh nhiều sốt nhưng hầu như ko có chút rau nào. Gà ướp ngấm gia vị khá tốt. Nếu không có món gà chắc mình chỉ đánh 2 sao!!!,Neutral
Gần trung tâm thành phố,Positive
Cửa hàng ngay trung tâm phố tràng tiền hàng bài. Đồ ăn ngon và view đẹp,Positive
"Dịch vụ chậm, quên bánh burger của tôi theo thứ tự mang đi, nhà hàng bẩn thỉu.",Negative
"Cảm ơn các bạn,khi mình gặp khó khăn các bạn đã hỗ trợ mình hết sức",Positive
"Đồ ăn ngon, thường xuyên đông nên chờ khá lâu.
Reviewed by htecom.vn",Positive
Quán tự phục vụ.,Positive
"McDonald bạn mình hay trêu là đi ăn nhà hàng Mỹ ở bờ Hồ không? 😂😂😂😂😂

Lần nào gọi đồ cũng chung một kiểu không khác nhau mấy. Và lần nào mình cũng phân vân ăn gà cay hay không cay vì sợ đau... vào ngày hôm sau. 😂😂

Đồ ăn ok, phục vụ cũng nhanh, tuân thủ bảo vệ khách khỏi Covid. 😂😂",Positive
"Quán có hệ thống đặt đồ ăn qua màn hình rất tiện, ko mất nhiều thời gian xếp hàng như trước kia, đồ ăn ngon, phù hợp bữa trưa cần ăn nhanh.",Positive
Ngon,Positive
"Hôm nay đi đúng 14/2 lại còn mùng 3 tết nên ối dồi ôi đông thì thôi ạ. Đang xếp hàng thì có bạn nv gọi lại cho order tại quầy thì khá rối vì chưa nhìn kỹ đc menu. Nhớ là có gọi combo 2 người A giá 129k hay sao. Và một phần có mã KM thì là 89k. Tổng 213k thì ăn cx tạm đc. Mình đã thử hết tất cả loại gà rồi thì cá nhân vẫn thấy thích của Lotteria nhất. Còn ở đây gà mình thấy giống của popeyes ý mọi ng. Chỉ có loại gà thường và gà cay k sốt sủng gì cả. Nhưng hamburger ở đây thì khá là oke nhé. Ăn ngon hơn những chỗ khác. À còn một nhắc nhở là khi đến đây muốn order tại máy thì nhớ tạo nick ở app McDonald's trc nhé, và hãy chuẩn bị một cái thẻ thật đầy tiền=))))
- không gian : 6/10 vì nhỏ và bí
- nhân viên : 7/10
- giá cả : 6/10
- quay lại or not : quay lại sẽ chỉ ăn ham thui=))",Positive
Tiny và không có bãi đậu xe,Positive
Mọi thứ đều tuyệt vời. Rất sạch sẽ và rất ngon. Có nhiều món ăn không tồn tại ở Đức và có những món ăn miễn phí.,Positive
Yêu nó!,Positive
Đầy ví của tôi bằng Penny. Đẹp,Negative
Vừa có đồ ăn vừa có đồ chơi cho bé,Positive
Các con mình yêu thích địa điểm này,Positive
Thức ăn ngon nhưng hơi đông đúc trong các mùa lễ hội. Không có chỗ ngồi vào kỳ nghỉ năm mới.,Positive
Quá đông nên chờ đợi hơi phiền.,Positive
Đồ ăn ngon,Positive
Thức ăn tuyệt vời!,Positive
Đông quá,Negative
Nhiệt tình,Positive
Họ bỏ qua hộp bình luận hướng dẫn đặc biệt về lấy. Điều này là nguy hiểm vì tôi có thể bị dị ứng với nước tương mà tôi yêu cầu không cho gạo. Thật là một điều đơn giản để bỏ đi.,Negative
Được rồi,Positive
"Nhân viên nam tóc dài đeo kính phục vụ buổi sáng ngày 13/12/2020 có thái độ phục vụ tệ, nói giật giọng với khách.",Negative
Tuyệt vời 💯,Positive
DC,Positive
Nhận được đơn giao hàng ở xa gọi điện đến chốt đơn đỡ mất thời gian chờ đợi lấy đơn thì nhân viên từ chối nhận đơn qua điện thoại. Phục vụ quá kém,Negative
"Vốn yêu món Big Mac, nên là có cơ hội để béo thì phải chén cho nó đã. Gọi 1 chiếc combo và cảm thấy hài lòng với lựa chọn của mình ghê gớm :)) Big mac ngon nè, gà ngon nè, khoai hơi ỉu nè, quán hơi bé và đông nè, chờ hơi lâu nè. Có cơ sở 2 ở Hoàng Đạo Thúy rồi các Mac fan ạ, đỡ đông hơn và dường như to hơn đó.",Positive
Ngon,Positive
"Tận tình, chu đáo, nhẹ nhàng",Positive
"Nếu thực phẩm Việt Nam không phù hợp với miệng và thực phẩm Hàn Quốc của bạn không ngon, thì thời gian buổi sáng MAC là giống nhau để bạn tham khảo.",Positive
Vô vị,Positive
"Đồ ăn bình thường,  size quá bé so với các nhãn hiệu khác,  hambuger rất tệ,  không hệ ngon.  Gà rán thì tạm được nhưng hơi khô.  Điểm cộng là có thể mua và tự thanh toán qua các màn hình cảm ứng lớn.  Giá cao so với chất lượng đồ ăn.  Không bằng kfc và lotteria , được mỗi vị trí đắc địa.",Neutral
"Vị trí rất đẹp, thuận tiện. Nó nằm ở góc đường Hang Bai & Trang Thi. Tôi nghĩ rằng một trong những con đường đắt nhất.
Để được hones, tôi không thích thức ăn nhanh, không chỉ MC Donal hay KFS.",Neutral
"Quán đông, đồ uống ngon hơn đồ ăn. Views tốt. Nhân viên phục vụ bình thường.",Positive
Đông đúc,Positive
"Luôn có chỗ ngồi, nó thực sự thuận tiện",Positive
Đồ ăn rất ngon,Positive
Rất chậm và trên lầu rất bẩn,Neutral
Nhân viên tốt và thân thiện,Positive
Luôn luôn đông đúc,Positive
Được rồi,Negative
Chi nhánh Banoya mà chúng tôi đã nhiều lần trở lại với trẻ em. Dịch vụ tuyệt vời. Làm sạch dịch vụ đòi hỏi phải cải thiện,Positive
Khoai tây giòn hơn ở Thái Hà nhưng chỗ ngồi ít.,Positive
Đông nên không được sạch sẽ cho lắm,Positive
"Fast food hiện đại, giá cả phù hợp ở khu phố cổ cho những người đi bộ cuối tuần.",Positive
Sự nhất quán là tuyệt vời- làm tôi nhớ đến nhà và có hương vị giống như Bắc Mỹ McDonald's!,Positive
Tiện lợi và ngon nghẻ,Positive
"Mọi thứ đều đi trước thời đại và chuyên nghiệp ở mức độ cao nhất. Đồ ăn sạch sẽ, gà rất ""giòn da thấm thịt"" và có nhiều sốt ngon. Nên thử mù tạt mật ong và sốt tỏi ớt. Nếu như không phải đi bộ vào quán thì sẽ ghé thăm nhiều hơn.

Cập nhật: Dạo này McDonald's có chương trình 99k 2 burger bất kỳ hoặc mua 1 tặng 1 thứ 5 hàng tuần rất OK. Hy vọng sẽ tiếp tục có các chương trình mới để thu hút khách hàng.",Positive
Mua đồ,Negative
Phục vụ tệ,Negative
"Sự thiếu giải thích đầu tiên của McDonald
Thức ăn xuất hiện, nhưng nếu bạn đang đứng và chờ đợi,
ㅜㅜ Đây là lần đầu tiên như thế này",Negative
Thái độ phục vụ của nhân viên rất chi là khó chiuh,Negative
Và tôi thích nó.,Positive
"Đây là tiêu chuẩn tốt của McDonald với rất nhiều chỗ ngồi trên lầu. Tôi cảm thấy có xu hướng để lại một đánh giá vì ban quản lý rất thích nghi và tử tế với tôi sau khi có một sai lầm với lệnh lấy của tôi. Họ đã cố gắng liên hệ với cá nhân tôi và chắc chắn rằng tôi đã nhận được những gì tôi thực sự đã đặt hàng sau này. Khi tôi vào người quản lý là siêu thân thiện, điều đó thật tuyệt vì nó có thể là một tình huống khó xử :)",Positive
Pho burger không ngon lắm,Neutral
Một trong những thương hiệu đồ ăn nhanh ngon nhất trong những cửa hàng bán cùng loại,Positive
"Phục vụ tốt, đồ ăn ngon, có thể tự order và thanh toán",Positive
"Đồ ngon, phục vụ lâu, đa dạng các loại sốt.
Mình đánh giá đồ ngon nhất trong các chi nhánh McDonald's",Positive
Em thích chị phục vụ quá,Positive
"Nó có kích thước quá nhỏ gà so với những con khác,",Positive
Nó đã tốt hơn trước đây. Bây giờ trông thật chết mà không có khách du lịch. Thức ăn tồi tệ hơn nhiều so với trước đây,Neutral
Coi thường tài xế công nghệ!,Negative
ĐẾN,Positive
Nhân viên nhiệt tình,Neutral
Phải thử cafe,Positive
Dịch vụ nhanh,Positive
Đắt vãi,Negative
Quá nau,Negative
Nơi đáng yêu để dành thời gian .... Cánh gà là một trong những món ăn yêu thích.,Positive
dv tốt,Positive
Nhân viên phục vụ quá là ok.đồ ăn ngon.giá phải chăng,Positive
Đợi order hơi lâu nhưng đồ ăn chấp nhận được,Positive
Cũng ngon. Nhưng tự phục vụ hơi nhiều.,Positive
"Lần đầu tiên đặt qua grab ở cửa hàng này, thất vọng tràn trề. Giao thiếu hẳn 2 hambuger và 2 nước ngọt. Liên hệ lại quán bảo đợi 1 chút mà đợi đúng 1 tiếng rưỡi, đợi hết cả giờ ăn trưa. Lúc gọi khiếu nại thì không gọi được luôn. Đúng lúc đó có 1 anh grab khác mang đồ thiếu tới gọi cho mình thì giao nhầm địa chỉ. Nhà 4A thì nhân viên bên cửa hàng đặt grab là nhà 44, mình nhận đồ ăn còn combo nghe cả anh grab càu nhàu đến cửa hàng phải đợi 20p rồi lại còn đặt sai địa chỉ. Mà trên phố đi đường 1 chiều chứ, quay lại đâu phải dễ. Mình thì nhận đồ ăn cũng ko còn thời gian ăn, chỉ muốn ném  vào mặt nhân viên bên đó cho nó bớt ngáo. Ức chế không tả nổi.",Negative
Ngonvaf chuyên nghiệp,Positive
Tốt,Positive
"Nơi hoàn hảo cho bữa sáng, dù sao tôi cũng thích mac",Positive
Nhân viên tồi,Negative
"Dịch vụ tốt, nhân viên thân thiện. Bạn biết họ phải đưa ra rất nhiều người đòi hỏi.  Họ cũng không phủ thức ăn của bạn trong nước sốt.",Positive
ổn,Positive
Điều hòa hơi nóng,Negative
Phục vụ chưa nhanh nhạy,Positive
"Địa điểm đẹp, đồ ăn ngon, thái độ tốt, phong cách chuyên nghiệp, điểm trừ là khôg gian hơi bí nên mùi hỗn hợp.",Positive
Chờ một thời gian dài,Neutral
Quá đông...,Positive
Ngon,Positive
Chu đáo,Positive
"Có món cho buổi sáng, bánh hơi dai với cứng",Neutral
Tốt,Positive
"Vị trí đẹp, đồ ăn ok",Positive
"Bánh bị khô quá, vừa cầm vào đã vỡ bánh. Các bạn nvien lịch sự nhiệt tình",Neutral
BT,Positive
Chỗ này là tiệm đầu tiên đc mở ở hà nội bạn nào nghiện ăn đồ ăn nhanh thì tới đây nhá,Positive
Sự chú ý tuyệt vời !!!,Positive
ăn ngon,Positive
Việc lựa chọn đồ ăn hơi khó đồ ăn thì tạm tạm nhưng sạch sẽ,Neutral
"Chi nhánh gần nhà nhất nên mình thường hay ra đây ăn gà rán hoặc vài món khác. Rất thoải mái vì lượng khách cũng lai rai , Lễ thì dĩ nhiên sẽ rất đông đến độ xếp hàng dài ngoằng để order ^^. . Lúc thì mình mua combo 29k , rồi combo 39k , khi thì mình ghé mua phần ăn Happy Meal có kèm đồ chơi cho bé , đồ chơi cũng xịn và bắt trend lắm.. . Gà rán mình rất ưng , vị ngon vừa miệng , bột da giòn tan , thịt gà ngon kèm nhiều loại sốt chấm. BUổi sáng sớm đến trước 11h có bánh muffin kẹp trứng phô mai hoặc thịt khá ổn để ăn sáng. Kem cây ngọt nhẹ. Đặc biệt , đến Mc Donald's nên thử qua món TRÀ XANH ĐÁ XAY best của best nhé ( ngon toẹt vời ) , không hề thất vọng. Món điểm trừ là trà đào nhé ( đừng mua phí tiền vì độ dỡ của nó thôi rồi ).. . Nhân viên khá dễ tính và thân thiện , nhân viên bảo vệ cả 2***đều dễ thương , vui vẻ , rất dễ gần , thích nói chuyện với khách.",Positive
Được rồi,Positive
Ngon ngon,Positive
Tàm tạm,Positive
"Fan gà chân chính thì chắc không ai xa lạ với McDonald’s rồi!. Gà rán (36k/miếng) vỏ ngoài giòn rụm trong mềm ấm nóng chấm cùng tương ớt tỏi và sốt mù tạt thì phê thôi rồi. Mà có tận 5 loại sốt nên tha hồ lựa chọn nhaaa.. McNugget’s (35k/4pcs) mềm mềm ăn như bánh, thịt không bở.. Burger bò phô mai (35k) cắn ngập mồm, khoai tây chiên nóng giòn, cọng nhỏ.... Mình có gọi thêm kem sốt dâu (25k) và kem sốt socola (25k). Cảm giác ăn miếng đầu tiên là kem mịn, rất là hịn! Nhưng mà hơi ngọt nên ngấy, đợi chảy bớt ăn đỡ ngấy hơn.. Phần ăn Happy Meal (65k) gồm 1 hộp sữa milo, 1 miếng gà, 1 khoai nhỏ và 1 đồ chơi cho bé. Đầy đủ bổ dưỡng, mà người lớn mình ăn còn no luôn đó .  ️ Hiện McDonald’s đã có 3 cơ sở tại Hà Nội (Hàng Bài, Vicom Trần Duy Hưng, Thái Hà) nên thoải mái lựa chọn. Nói chung cả 3 cơ sở đều rộng rãi, mát mẻ, nhân viên đều phục vụ chuyên nghiệp không phải bàn, các bạn í rất là nice luôn.. ~ 100k-200k/người. McDonald’s Hàng Bài",Positive
dạo quanh hồ rồi nhảy vô mua cái burger...chuẩn ko cần chỉnh,Positive
"Họ phục vụ bạn tốt bằng tiếng Anh và nó không tệ. Sau khi ăn nhiều ngày thực phẩm Việt Nam, bạn muốn thay đổi.",Positive
Khá đắt nhưng rất ngon,Positive
Thức ăn ngon,Positive
Đồ ăn ngon! Vẫn thích McDonald’s,Positive
Nơi bận rộn tuyệt vời. Vị trí tuyệt vời. Tôi đặc biệt yêu thích khu vực nơi nó nằm. Đôi khi tôi đã có một bữa tối đêm khuya cho con trai tôi và sử dụng ứng dụng Grab của tôi để lấy một chiếc taxi xe máy để đưa tôi trở lại khách sạn. Tôi chỉ yêu Hà Nội! Đã đi khắp nơi một mình bằng cách sử dụng Grab.,Positive
"Đã ăn ở cả KFC, Lote và MC. Ở MC cũng ko thấy có gì đặc sắc hơn. Ở đây việc chọn miếng gà khá khó, Được cái vị trí đẹp",Positive
Không có kiến ​​thức tiếng Anh,Negative
Tốt,Positive
"Không gian hạn chế, bãi đỗ xe cũng hạn chế",Negative
"Không phải là một fan hâm mộ của McDonalds nói chung nhưng đã bỏ lỡ một hương vị về nhà và McDonald McDonald này giống hệt như ở Mỹ, mọi thứ đều có vị chính xác như trở về nhà!",Positive
Yêu Mac Big của tôi giống như ở nhà,Positive
Một fastfood bình thường: D,Neutral
Khi McDo nghỉ ngơi,Positive
Là tốt,Positive
Khỏi nói proo,Positive
Gà ngon nhất trong các nhà hàng cùng loại,Positive
Có mac lớn tuyệt vời với giá khá tốt,Positive
Cửa hàng thương hiệu nổi tiếng,Positive
Anh bạn !! Có một McDonald ở Quảng trường Hà Nội,Positive
"Có băng matcha.
Đó là giá trị một phần tư giờ nghỉ.",Neutral
Nơi có thiết bị đầu cuối tự phục vụ. Các nhân viên biết cách nói tiếng Anh và bạn có thể yêu cầu thực đơn được viết bằng tiếng Anh.,Positive
Nv xinhh,Positive
Yêu nó,Positive
Quá giá và béo ngậy.,Neutral
Chỉ là McDonald xung quanh Seoho,Neutral
"Những tối mở phố đi bộ, ở đây lúc nào cũng chật kín.",Positive
"Vị trí đẹp, đồ ăn bình thường!",Neutral
"Rất tốt cho việc ăn uống nhanh
Trẻ em thì hay muốn đến
Xuất ăn trẻ em rất rẻ",Positive
Đồ ăn ngon. Giá hợp lý. Nhân viên thân thiện.,Positive
Thức ăn rất tuyệt ..,Positive
"Nó không có gì khác với McDonald ở Nhật Bản.
Có cà phê Việt Nam không?",Neutral
